Publisher,Category,Title,Sales,Year,Month,Age,Date
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,327,2017,3,30대,2017-03-01
비즈니스북스,자기계발,아침 5시의 기적,294,2017,3,30대,2017-03-01
한빛비즈,인문,지적 대화를 위한 넓고 얕은 지식,310,2017,3,30대,2017-03-01
블루래빗,유아동,스마트 워치 사운드북 - 우리 율동 동요,267,2017,3,30대,2017-03-01
민음사,소설,82년생 김지영,293,2017,3,30대,2017-03-01
로크미디어,자기계발,완벽한 공부법,251,2017,3,30대,2017-03-01
아르테(arte),시/에세이,빨강머리 앤이 하는 말,231,2017,3,30대,2017-03-01
흐름출판,시/에세이,숨결이 바람 될 때,219,2017,3,30대,2017-03-01
위즈덤하우스,자기계발,삶의 정도,224,2017,3,30대,2017-03-01
길벗,경제경영,부자를 만드는 부부의 법칙,200,2017,3,30대,2017-03-01
삼성출판사,가정과 생활,임신 출산 육아 대백과 (2017~2018),200,2017,3,30대,2017-03-01
새로운현재(메가북스),경제경영,클라우스 슈밥의 제4차 산업혁명,340,2017,3,30대,2017-03-01
아르테(arte),소설,고슴도치의 소원,195,2017,3,30대,2017-03-01
인플루엔셜,경제경영,"일의 미래, 무엇이 바뀌고 무엇이 오는가",225,2017,3,30대,2017-03-01
어스본코리아,유아동,하루에 한 장 똑똑한 그리기,182,2017,3,30대,2017-03-01
인플루엔셜,자기계발,미움받을 용기,181,2017,3,30대,2017-03-01
지식너머,가정과 생활,유아 식판식,164,2017,3,30대,2017-03-01
김영사,인문,사피엔스,164,2017,3,30대,2017-03-01
한국경제신문사(한경비피),가정과 생활,다리 일자 벌리기,154,2017,3,30대,2017-03-01
아이휴먼,유아동,설민석의 한국사 대모험 2,1,2017,3,40대,2017-03-01
아이휴먼,유아동,설민석의 한국사 대모험 1,1,2017,3,40대,2017-03-01
돌베개,사회과학 / 역사,국가란 무엇인가,1,2017,3,40대,2017-03-01
심플라이프,자기계발,자존감 수업,990,2017,3,40대,2017-03-01
겜툰,유아동,스페셜솔져 코믹스 2,900,2017,3,40대,2017-03-01
도서출판세계사,사회과학 / 역사,설민석의 조선왕조실록,652,2017,3,40대,2017-03-01
말글터,시/에세이,언어의 온도,655,2017,3,40대,2017-03-01
해냄출판사,소설,공터에서,592,2017,3,40대,2017-03-01
현대문학,소설,나미야 잡화점의 기적,561,2017,3,40대,2017-03-01
시공주니어,유아동,78층 나무 집,553,2017,3,40대,2017-03-01
위즈덤하우스,자기계발,영어책 한 권 외워봤니?,533,2017,3,40대,2017-03-01
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,490,2017,3,40대,2017-03-01
도서출판재인,소설,기린의 날개,444,2017,3,40대,2017-03-01
돌베개,사회과학 / 역사,국가란 무엇인가,367,2017,3,50대,2017-03-01
심플라이프,자기계발,자존감 수업,320,2017,3,50대,2017-03-01
해냄출판사,소설,공터에서,282,2017,3,50대,2017-03-01
말글터,시/에세이,언어의 온도 (100만부 돌파 기념 양장 특별판),200,2017,3,50대,2017-03-01
도서출판더숲,시/에세이,새는 날아가면서 뒤돌아보지 않는다,155,2017,3,50대,2017-03-01
위즈덤하우스,자기계발,삶의 정도,148,2017,3,50대,2017-03-01
위즈덤하우스,자기계발,영어책 한 권 외워봤니?,145,2017,3,50대,2017-03-01
도서출판재인,소설,기린의 날개,118,2017,3,50대,2017-03-01
현대문학,소설,나미야 잡화점의 기적 (100만 부 기념 특별 한정판),112,2017,3,50대,2017-03-01
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,103,2017,3,50대,2017-03-01
새로운현재(메가북스),경제경영,클라우스 슈밥의 제4차 산업혁명,103,2017,3,50대,2017-03-01
한빛비즈,인문,지적 대화를 위한 넓고 얕은 지식,96,2017,3,50대,2017-03-01
세계사,사회과학 / 역사,설민석의 조선왕조실록,91,2017,3,50대,2017-03-01
흐름출판,시/에세이,숨결이 바람 될 때,86,2017,3,50대,2017-03-01
김영사,인문,사피엔스,79,2017,3,50대,2017-03-01
비즈니스북스,자기계발,아침 5시의 기적,82,2017,3,50대,2017-03-01
다산3.0,인문,센서티브,76,2017,3,50대,2017-03-01
인플루엔셜,경제경영,"일의 미래, 무엇이 바뀌고 무엇이 오는가",82,2017,3,50대,2017-03-01
비즈니스북스,자기계발,그릿 GRIT,76,2017,3,50대,2017-03-01
중앙북스,인문,어쩌다 한국인,71,2017,3,50대,2017-03-01
행복에너지,자기계발,인생 르네상스 행복한 100세,76,2017,3,50대,2017-03-01
해냄출판사,소설,공터에서,54,2017,3,60대,2017-03-01
위즈덤하우스,자기계발,삶의 정도,45,2017,3,60대,2017-03-01
더숲,시/에세이,새는 날아가면서 뒤돌아보지 않는다,45,2017,3,60대,2017-03-01
덴스토리(Denstory),인문,백년을 살아보니,121,2017,3,60대,2017-03-01
심플라이프,인문,자존감 수업,33,2017,3,60대,2017-03-01
돌베개,인문,국가란 무엇인가,27,2017,3,60대,2017-03-01
말글터,시/에세이,언어의 온도(170만부 기념 에디션),26,2017,3,60대,2017-03-01
이다미디어,사회과학 / 역사,한눈에 꿰뚫는 전쟁사도감,24,2017,3,60대,2017-03-01
Cambridge University Press,외국도서,The Official Cambridge Guide to Ielts Student's Book with Answers with DVD-ROM,22,2017,3,60대,2017-03-01
흐름출판,시/에세이,숨결이 바람 될 때,18,2017,3,60대,2017-03-01
김영사,인문,사피엔스,14,2017,3,60대,2017-03-01
세계사,사회과학 / 역사,설민석의 조선왕조실록,14,2017,3,60대,2017-03-01
위즈덤하우스,자기계발,영어책 한 권 외워봤니?,15,2017,3,60대,2017-03-01
모던아카이브,사회과학 / 역사,또 하나의 가족,14,2017,3,60대,2017-03-01
인플루엔셜,경제경영,"일의 미래, 무엇이 바뀌고 무엇이 오는가",16,2017,3,60대,2017-03-01
조갑제닷컴,사회과학 / 역사,탄핵을 탄핵한다,13,2017,3,60대,2017-03-01
재인,소설,기린의 날개,11,2017,3,60대,2017-03-01
아르테(arte),소설,고슴도치의 소원,10,2017,3,60대,2017-03-01
메가스터디북스,경제경영,클라우스 슈밥의 제4차 산업혁명,8,2017,3,60대,2017-03-01
말글터,시/에세이,언어의 온도,66,2017,4,10대,2017-04-01
대원씨아이(만화/잡지),만화/라이트노벨,하이큐!! 24,67,2017,4,10대,2017-04-01
서울문화사(만화/잡지),만화/라이트노벨,나의 히어로 아카데미아 12 (한정판-더블특전),54,2017,4,10대,2017-04-01
로고폴리스,청소년,라인프렌즈 스터디 플래너 - 브라운,43,2017,4,10대,2017-04-01
디앤씨미디어(D&C미디어),만화/라이트노벨,[한정판] 황제의 외동딸 4,42,2017,4,10대,2017-04-01
시드앤피드(Seed&Feed),시/에세이,너의 안부를 묻는 밤,38,2017,4,10대,2017-04-01
현대문학,소설,나미야 잡화점의 기적,35,2017,4,10대,2017-04-01
놀(다산북스),시/에세이,보노보노처럼 살다니 다행이야,31,2017,4,10대,2017-04-01
심플라이프,자기계발,자존감 수업,28,2017,4,10대,2017-04-01
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,26,2017,4,10대,2017-04-01
L북스,만화/라이트노벨,"우리 딸을 위해서라면, 나는 마왕도 쓰러뜨릴 수 있을지 몰라 4",26,2017,4,10대,2017-04-01
대원씨아이,소설,너의 이름은.,23,2017,4,10대,2017-04-01
(주)디앤씨미디어-잇북,소설,인소의 법칙 6 (오디오 드라마 CD + 대본집 두 번째 이야기) (한정판),20,2017,4,10대,2017-04-01
노블엔진(NOVEL ENGINE),만화/라이트노벨,Re : 제로부터 시작하는 이세계 생활 10 + Re:zeropedia 특별합본판,20,2017,4,10대,2017-04-01
L노벨,만화/라이트노벨,변변찮은 마술강사와 금기교전 5,19,2017,4,10대,2017-04-01
말글터,시/에세이,언어의 온도 (100쇄 130만 부 기념 에디션),774,2017,4,20대,2017-04-01
심플라이프,자기계발,자존감 수업,432,2017,4,20대,2017-04-01
놀(다산북스),시/에세이,보노보노처럼 살다니 다행이야 (윈터 에디션),226,2017,4,20대,2017-04-01
도서출판재인,소설,기린의 날개,151,2017,4,20대,2017-04-01
인플루엔셜,자기계발,미움받을 용기,130,2017,4,20대,2017-04-01
돌베개,사회과학 / 역사,국가란 무엇인가,154,2017,4,20대,2017-04-01
현대문학,소설,나미야 잡화점의 기적,123,2017,4,20대,2017-04-01
토네이도,자기계발,타이탄의 도구들,228,2017,4,20대,2017-04-01
시드앤피드(Seed&Feed),시/에세이,너의 안부를 묻는 밤,117,2017,4,20대,2017-04-01
Cambridge University Press,외국도서,The Official Cambridge Guide to IELTS Student's Book with Answers (Paperback+DVD-ROM),129,2017,4,20대,2017-04-01
행복에너지,자기계발,하루 5분 나를 바꾸는 긍정훈련 - 행복에너지,106,2017,4,20대,2017-04-01
북폴리오,소설,미스터 하이든,105,2017,4,20대,2017-04-01
넥스웍,유아동,두뇌야 놀자 숨은 그림 찾기,105,2017,4,20대,2017-04-01
갤리온,시/에세이,어쩌면 내가 가장 듣고 싶었던 말,109,2017,4,20대,2017-04-01
다산지식하우스(다산북스),인문,센서티브,114,2017,4,20대,2017-04-01
서울문화사(만화/잡지),만화/라이트노벨,나의 히어로 아카데미아 12 (한정판-더블특전),102,2017,4,20대,2017-04-01
한빛비즈,인문,지적 대화를 위한 넓고 얕은 지식,91,2017,4,20대,2017-04-01
새로운현재(메가북스),경제경영,클라우스 슈밥의 제4차 산업혁명,119,2017,4,20대,2017-04-01
민음사,소설,82년생 김지영,90,2017,4,20대,2017-04-01
홍익출판사,인문,나는 뻔뻔하게 살기로 했다,85,2017,4,20대,2017-04-01
위즈덤하우스,자기계발,영어책 한 권 외워봤니?,82,2017,4,20대,2017-04-01
함께(함께북스),시/에세이,두 남자 이야기,82,2017,4,20대,2017-04-01
대원씨아이(만화/잡지),만화/라이트노벨,하이큐!! 24,89,2017,4,20대,2017-04-01
해냄출판사,소설,할머니는 죽지 않는다,83,2017,4,20대,2017-04-01
비즈니스북스,자기계발,그릿 GRIT,114,2017,4,20대,2017-04-01
세계사,사회과학 / 역사,설민석의 조선왕조실록,75,2017,4,20대,2017-04-01
청림출판,자기계발,1시간에 1권 퀀텀 독서법,71,2017,4,20대,2017-04-01
말글터,시/에세이,언어의 온도 (100만부 돌파 기념 양장 특별판),1,2017,4,30대,2017-04-01
심플라이프,자기계발,자존감 수업,733,2017,4,30대,2017-04-01
돌베개,사회과학 / 역사,국가란 무엇인가,535,2017,4,30대,2017-04-01
책읽는곰,유아동,알사탕,428,2017,4,30대,2017-04-01
민음사,소설,82년생 김지영,406,2017,4,30대,2017-04-01
아이휴먼,유아동,설민석의 한국사 대모험 2,379,2017,4,30대,2017-04-01
코리아닷컴(KOREA.COM),가정과 생활,못 참는 아이 욱하는 부모,371,2017,4,30대,2017-04-01
해냄출판사,소설,할머니는 죽지 않는다,375,2017,4,30대,2017-04-01
아이휴먼,유아동,설민석의 한국사 대모험 1,359,2017,4,30대,2017-04-01
놀(다산북스),시/에세이,보노보노처럼 살다니 다행이야 (여름 특별 방수 커버 에디션),324,2017,4,30대,2017-04-01
창비(창작과비평사),유아동,아홉 살 마음 사전,287,2017,4,30대,2017-04-01
도서출판재인,소설,기린의 날개,289,2017,4,30대,2017-04-01
위즈덤하우스,자기계발,영어책 한 권 외워봤니?,283,2017,4,30대,2017-04-01
대원씨아이(만화/잡지),만화/라이트노벨,열혈강호 72,250,2017,4,30대,2017-04-01
예담friend,가정과 생활,아들을 잘 키운다는 것,240,2017,4,30대,2017-04-01
인플루엔셜,자기계발,미움받을 용기,280,2017,4,30대,2017-04-01
홍익출판사,인문,나는 뻔뻔하게 살기로 했다,242,2017,4,30대,2017-04-01
토네이도,자기계발,타이탄의 도구들,264,2017,4,30대,2017-04-01
비즈니스북스,자기계발,그릿 GRIT,457,2017,4,30대,2017-04-01
갤리온,시/에세이,어쩌면 내가 가장 듣고 싶었던 말,223,2017,4,30대,2017-04-01
한국경제신문사(한경비피),가정과 생활,다리 일자 벌리기,215,2017,4,30대,2017-04-01
세계사,사회과학 / 역사,설민석의 조선왕조실록,223,2017,4,30대,2017-04-01
청림출판,자기계발,1시간에 1권 퀀텀 독서법,214,2017,4,30대,2017-04-01
대원씨아이(만화/잡지),만화/라이트노벨,원피스 84,209,2017,4,30대,2017-04-01
새로운현재(메가북스),경제경영,클라우스 슈밥의 제4차 산업혁명,251,2017,4,30대,2017-04-01
도서출판더숲,시/에세이,새는 날아가면서 뒤돌아보지 않는다,243,2017,4,30대,2017-04-01
현대문학,소설,나미야 잡화점의 기적,228,2017,4,30대,2017-04-01
흐름출판,시/에세이,숨결이 바람 될 때,202,2017,4,30대,2017-04-01
알에이치코리아(RHK),경제경영,대한민국 부동산 투자,195,2017,4,30대,2017-04-01
아이휴먼,유아동,설민석의 한국사 대모험 3,189,2017,4,30대,2017-04-01
책읽는곰,유아동,이상한 엄마,175,2017,4,30대,2017-04-01
다산3.0,인문,센서티브,197,2017,4,30대,2017-04-01
메디치미디어,경제경영,"경제, 알아야 바꾼다",181,2017,4,30대,2017-04-01
한빛비즈,인문,지적 대화를 위한 넓고 얕은 지식,197,2017,4,30대,2017-04-01
꿈꾸는달팽이,유아동,모두 모여 후~ 생일 케이크 (사운드토이북),172,2017,4,30대,2017-04-01
흐름출판,자기계발,에고라는 적,169,2017,4,30대,2017-04-01
아이세움,유아동,추리 천재 엉덩이 탐정 3,166,2017,4,30대,2017-04-01
삼성출판사,가정과 생활,임신 출산 육아 대백과 (2019),155,2017,4,30대,2017-04-01
김영사,인문,사피엔스,157,2017,4,30대,2017-04-01
아르테(arte),시/에세이,빨강머리 앤이 하는 말,161,2017,4,30대,2017-04-01
북폴리오,소설,미스터 하이든,144,2017,4,30대,2017-04-01
시공주니어,유아동,78층 나무 집,135,2017,4,30대,2017-04-01
생각의길,인문,어떻게 살 것인가,129,2017,4,30대,2017-04-01
말글터,시/에세이,언어의 온도,1,2017,4,40대,2017-04-01
심플라이프,자기계발,자존감 수업,657,2017,4,40대,2017-04-01
아이휴먼,유아동,설민석의 한국사 대모험 2,524,2017,4,40대,2017-04-01
해냄출판사,소설,할머니는 죽지 않는다,520,2017,4,40대,2017-04-01
아이휴먼,유아동,설민석의 한국사 대모험 1,492,2017,4,40대,2017-04-01
돌베개,사회과학 / 역사,국가란 무엇인가,469,2017,4,40대,2017-04-01
새로운현재(메가북스),경제경영,클라우스 슈밥의 제4차 산업혁명,421,2017,4,40대,2017-04-01
위즈덤하우스,자기계발,영어책 한 권 외워봤니?,316,2017,4,40대,2017-04-01
현대문학,소설,나미야 잡화점의 기적,320,2017,4,40대,2017-04-01
홍익출판사,인문,나는 뻔뻔하게 살기로 했다,323,2017,4,40대,2017-04-01
책읽는곰,유아동,알사탕,320,2017,4,40대,2017-04-01
도서출판재인,소설,기린의 날개,302,2017,4,40대,2017-04-01
토네이도,자기계발,타이탄의 도구들,292,2017,4,40대,2017-04-01
도서출판세계사,사회과학 / 역사,설민석의 조선왕조실록,265,2017,4,40대,2017-04-01
비즈니스북스,자기계발,그릿 GRIT,297,2017,4,40대,2017-04-01
창비(창작과비평사),유아동,아홉살 마음사전,267,2017,4,40대,2017-04-01
겜툰,유아동,스페셜솔져 코믹스 3,246,2017,4,40대,2017-04-01
인플루엔셜,자기계발,미움받을 용기,239,2017,4,40대,2017-04-01
김영사,인문,사피엔스,254,2017,4,40대,2017-04-01
아이휴먼,유아동,설민석의 한국사 대모험 3,230,2017,4,40대,2017-04-01
한우리북스,청소년,한우리북스 한국문학명작선 전4권 (중고생 문학필독서),258,2017,4,40대,2017-04-01
놀(다산북스),시/에세이,보노보노처럼 살다니 다행이야,219,2017,4,40대,2017-04-01
도서출판더숲,시/에세이,새는 날아가면서 뒤돌아보지 않는다,225,2017,4,40대,2017-04-01
시공주니어,유아동,78층 나무 집,211,2017,4,40대,2017-04-01
메디치미디어,경제경영,"경제, 알아야 바꾼다",257,2017,4,40대,2017-04-01
청림출판,자기계발,1시간에 1권 퀀텀 독서법,211,2017,4,40대,2017-04-01
한빛비즈,인문,지적 대화를 위한 넓고 얕은 지식,206,2017,4,40대,2017-04-01
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,244,2017,4,40대,2017-04-01
민음사,소설,82년생 김지영,210,2017,4,40대,2017-04-01
한국경제신문사(한경비피),가정과 생활,다리 일자 벌리기,191,2017,4,40대,2017-04-01
갤리온,시/에세이,어쩌면 내가 가장 듣고 싶었던 말,197,2017,4,40대,2017-04-01
흐름출판,시/에세이,숨결이 바람 될 때,191,2017,4,40대,2017-04-01
아르테(arte),시/에세이,빨강머리 앤이 하는 말,173,2017,4,40대,2017-04-01
말글터,시/에세이,언어의 온도,347,2017,4,50대,2017-04-01
